business_name,business_address,business_city,business_state,business_postal_code,inspection_date,inspection_score,violation_description,risk_category
Kan Ramen,229 Columbus Ave,San Francisco,CA,94133,2/3/16 0:00,98,,
O'keeffe's Bar,598 5th Ave,San Francisco,CA,94118,2/23/16 0:00,100,,
House of Sushi,2157 Polk St,San Francisco,CA,94109,5/24/16 0:00,82,Improper thawing methods,Moderate Risk
KYU3,337 Jones St,San Francisco,CA,94102,8/15/16 0:00,79,Foods not protected from contamination,Moderate Risk
City Pizza & Yucatan Food,294 Turk St,San Francisco,CA,94102,5/23/16 0:00,,,
Weaver's Coffee & Tea,2301 Market St,San Francisco,CA,94114,6/3/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
The View Cafe,3333 California St 232,San Francisco,CA,94118,5/16/16 0:00,91,Improper food storage,Low Risk
Burmese Kitchen,3815 Geary Blvd,San Francisco,CA,94118,10/19/16 0:00,83,Unsanitary employee garments hair or nails,Low Risk
Tofu Village,1920 Irving St,San Francisco,CA,94122,4/25/16 0:00,90,Unclean nonfood contact surfaces,Low Risk
Green Bar,3 Embarcadero Center  Lobby Level,San Francisco,CA,94111,7/6/16 0:00,100,,
Stanford Court Hotel,905 California St,San Francisco,CA,94108,7/27/16 0:00,90,Unclean nonfood contact surfaces,Low Risk
Stanford Court Hotel,905 California St,San Francisco,CA,94108,7/27/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
Pineapple King Bakery,1915 Irving St,San Francisco,CA,94122,6/23/16 0:00,87,Unclean or degraded floors walls or ceilings,Low Risk
Repose Coffee Bar and Gallery,262 Divisadero St,San Francisco,CA,94117,10/24/16 0:00,100,,
Arsicault Bakery,397 Arguello Blvd,San Francisco,CA,94118,2/10/16 0:00,,Inadequate dressing rooms or improper storage of personal items,Low Risk
Benjamin Cooper,398 Geary St Mezzanine Level,San Francisco,CA,94102,2/26/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Red Door Coffee,505 Howard St,San Francisco,CA,94105,12/13/16 0:00,98,Inadequate dressing rooms or improper storage of personal items,Low Risk
Dirty Water,1355 Market St,San Francisco,CA,,6/10/16 0:00,,,
Terrace Cafe,2100 Webster St,San Francisco,CA,,6/2/16 0:00,85,High risk vermin infestation,High Risk
Philz Coffee Truck,250 Pine St,San Francisco,CA,94104,1/22/16 0:00,,,
Fumi Curry,3303 Mission St,San Francisco,CA,94110,6/9/16 0:00,92,Unclean nonfood contact surfaces,Low Risk
Village Pizzeria,1 Clement St,San Francisco,CA,94118,6/27/16 0:00,87,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Kyoto Sushi,1233 Van Ness Ave,San Francisco,CA,94109,2/19/16 0:00,73,High risk food holding temperature,High Risk
"Equinox Fitness SC San Francisco, Inc.",747 Market St,San Francisco,CA,94103,12/14/16 0:00,100,,
El Buen Comer,3435 Mission St,San Francisco,CA,,5/9/16 0:00,,,
Chairman SF LLC,670 Larkin St,San Francisco,CA,,4/19/16 0:00,87,Unapproved or unmaintained equipment or utensils,Low Risk
Emanuel Coffee,488 Haight St,San Francisco,CA,94117,9/9/16 0:00,81,High risk food holding temperature,High Risk
Subway Sandwiches #26855,483 Sacramento St,San Francisco,CA,94111,7/19/16 0:00,85,Moderate risk vermin infestation,Moderate Risk
Blended Junction,3201 20th Ave,San Francisco,CA,94132,10/27/16 0:00,88,Unapproved or unmaintained equipment or utensils,Low Risk
Sour Flour,3861 24th St,San Francisco,CA,,7/2/16 0:00,100,,
Wild Flower Cafe,411 Sansome St,San Francisco,CA,94111,6/10/16 0:00,,,
Little City Market,1400 Stockton St,San Francisco,CA,,5/17/16 0:00,96,Improper food storage,Low Risk
Red Tavern,2229 Clement St,San Francisco,CA,,7/1/16 0:00,,,
Bon Appetit,1455 Market St 11th Floor,San Francisco,CA,94103,10/21/16 0:00,100,,
Bon Appetit Management Co (9th Floor),685 Market St 520,San Francisco,CA,,8/10/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
The Epicurean Trader,401 Cortland Ave,San Francisco,CA,94110,3/11/16 0:00,100,,
NOVY,4000 24th St,San Francisco,CA,94114,10/3/16 0:00,,,
Bar 587,587 Post St,San Francisco,CA,94102,3/11/16 0:00,100,,
Sammy's Cafe,1416 Bush St,San Francisco,CA,94109,4/18/16 0:00,92,Improper food storage,Low Risk
La Trappe Cafe,800 Greenwich St,San Francisco,CA,94133,6/15/16 0:00,,Moderate risk vermin infestation,Moderate Risk
Taqueria La Iguana Azul,928 Geneva Ave,San Francisco,CA,94112,7/27/16 0:00,89,Improper cooling methods,High Risk
Sushi Toni,733 Bush St,San Francisco,CA,94108,8/19/16 0:00,89,Unclean or unsanitary food contact surfaces,High Risk
Alcatraz Market,757 Beach St,San Francisco,CA,94109,4/20/16 0:00,82,Insufficient hot water or running water,Moderate Risk
The Crafty Fox Ale House,1700 Mission St,San Francisco,CA,94103,6/23/16 0:00,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Easy Breezy Frozen Yogurt,4092 18th St,San Francisco,CA,94114,6/7/16 0:00,100,,
G & H Liquors & Grocery,201 Jones St,San Francisco,CA,94102,8/1/16 0:00,98,Low risk vermin infestation,Low Risk
Lori's Diner,336 Mason St,San Francisco,CA,94102,2/29/16 0:00,82,Inadequate dressing rooms or improper storage of personal items,Low Risk
"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,6/15/16 0:00,78,Improper thawing methods,Moderate Risk
Mescolanza Restaurant,3750 Geary Blvd,San Francisco,CA,94118,6/29/16 0:00,90,Low risk vermin infestation,Low Risk
Mozzeria,428 11th St,San Francisco,CA,94103,1/19/16 0:00,,,
Hoffmann's Grill & Rotisserie,1000 Guerrero St,San Francisco,CA,94110,12/6/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
New Tree Cafe,311 California St,San Francisco,CA,94104,6/9/16 0:00,,,
Coffee Mission,3325 24th St,San Francisco,CA,94110,2/17/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
La Noisette Cafթ and Deli,1905 Mission St,San Francisco,CA,94103,6/13/16 0:00,94,Moderate risk food holding temperature,Moderate Risk
"Mo'z Cafe, Inc.",36 05th St,San Francisco,CA,94103,9/27/16 0:00,,,
The Flying Falafel,1051 Market St,San Francisco,CA,,12/5/16 0:00,85,Food safety certificate or food handler card not available,Low Risk
Senor Sisig #3,OFF The Grid,San Francisco,CA,,8/6/16 0:00,98,Improper or defective plumbing,Low Risk
Pinecrest Diner,401 Geary St,San Francisco,CA,94102,3/29/16 0:00,,,
Hyatt Fisherman's Wharf,555 North Point St,San Francisco,CA,94133,6/8/16 0:00,,,
Buzz,3420 Geary Blvd,San Francisco,CA,94118,4/14/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
Fayes,3614 18th St,San Francisco,CA,94110,8/16/16 0:00,100,,
Wang Dae Bak,2642  Ave,San Francisco,CA,94132,4/7/16 0:00,,,
Kome Sushi Burrito,Off The Grid,San Francisco,CA,,1/20/16 0:00,,,
Salem Grocery,920 Geary St,San Francisco,CA,94109,9/2/16 0:00,88,Moderate risk vermin infestation,Moderate Risk
The TL,517 O'Farrell St,San Francisco,CA,94102,10/26/16 0:00,89,No hot water or running water,High Risk
Bernal Heights Market,3391 Mission St,San Francisco,CA,94110,6/21/16 0:00,,,
G Food Lounge,431 2nd St,San Francisco,CA,94107,5/11/16 0:00,,,
Freshroll,230 Bush St #128,San Francisco,CA,94104,8/29/16 0:00,86,High risk food holding temperature,High Risk
Jo Jo's Cafe,1537 Ocean Ave,San Francisco,CA,94112,10/4/16 0:00,,Food in poor condition,Moderate Risk
Native Juice Co.,168 Sutter St,San Francisco,CA,94104,6/21/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Farina Food Service,704 Valencia St,San Francisco,CA,94110,7/25/16 0:00,,,
Farina Food Service,3560 18th St,San Francisco,CA,94110,7/25/16 0:00,,,
Halal Cart LLC,1 Market St,San Francisco,CA,94105,1/22/16 0:00,,Permit license or inspection report not posted,Low Risk
Slurp Noodle Bar,469 Castro St,San Francisco,CA,94114,8/17/16 0:00,,,
Crazy Pepper,2257 San Jose Ave,San Francisco,CA,94112,9/6/16 0:00,,,
Bon Appetit Management Co,685 Market St 7th Floor,San Francisco,CA,94105,12/21/16 0:00,100,,
Bon Appetit Management Co,685 Market St 8th Floor,San Francisco,CA,94105,8/10/16 0:00,100,,
Bon Appetit Management Co,685 Market St 10th flr,San Francisco,CA,94105,8/10/16 0:00,100,,
Sharetea,135 04th St,San Francisco,CA,94103,9/30/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
NTRI II LLC,2174 Market St,San Francisco,CA,94114,5/25/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
El Tesoro Taqueria and Grill,599 O'Farrell St,San Francisco,CA,94102,3/22/16 0:00,100,,
Silver Cloud,1994 Lombard St,San Francisco,CA,94123,9/19/16 0:00,82,Moderate risk food holding temperature,Moderate Risk
Birba,458 Grove St,San Francisco,CA,94102,4/12/16 0:00,,,
Bottle Zup,865 Market St #9003,San Francisco,CA,94103,4/4/16 0:00,88,Permit license or inspection report not posted,Low Risk
Super Save Supermarket,4517 03rd St,San Francisco,CA,94124,4/4/16 0:00,88,Low risk vermin infestation,Low Risk
Sally's Restaurant and Deli,300 De Haro St #332,San Francisco,CA,94103,10/6/16 0:00,71,Moderate risk food holding temperature,Moderate Risk
Koja Kitchen Truck,Off The Grid,San Francisco,CA,,5/28/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
Barry's Boot Camp,2246 Lombard St,San Francisco,CA,94123,9/20/16 0:00,93,Improper reheating of food,High Risk
Dos Pinas,251 Rhode Island,San Francisco,CA,94103,10/18/16 0:00,83,Improper storage of equipment utensils or linens,Low Risk
McDonald's,1201 Ocean Ave,San Francisco,CA,94112,5/4/16 0:00,94,Permit license or inspection report not posted,Low Risk
Octavia,1701 Octavia St,San Francisco,CA,94109,9/20/16 0:00,94,Improper food storage,Low Risk
Myriad,2491 Mission St,San Francisco,CA,94110,6/22/16 0:00,87,Foods not protected from contamination,Moderate Risk
Plaza Garibaldy,428 11th St,San Francisco,CA,,1/19/16 0:00,,,
Humphry Slocombe Ice Cream,173 Eddy St,San Francisco,CA,94102,6/29/16 0:00,94,Food safety certificate or food handler card not available,Low Risk
Kufu-Ya Japanese Restaurant Inc.,7001 Geary Blvd,San Francisco,CA,94121,3/14/16 0:00,,,
Woori Food Market,1528 Fillmore St,San Francisco,CA,94115,10/28/16 0:00,,,
Luna Rossa,2221 Clement St,San Francisco,CA,94121,10/26/16 0:00,92,Inadequate and inaccessible handwashing facilities,Moderate Risk
Little Sweet,3836 Geary Blvd,San Francisco,CA,94118,12/6/16 0:00,87,Unclean or unsanitary food contact surfaces,High Risk
Cafe Broadway,674 Broadway St,San Francisco,CA,94133,5/3/16 0:00,68,Unclean or degraded floors walls or ceilings,Low Risk
Bashfull Bull Too,3600 Taraval St,San Francisco,CA,94116,7/1/16 0:00,,,
Mission Pie,2901 Mission St,San Francisco,CA,94110,3/10/16 0:00,100,,
Tycoon Cafe & Restaurant,620 O'Farrell St,San Francisco,CA,94109,2/1/16 0:00,77,Improper storage of equipment utensils or linens,Low Risk
NTRI II LLC,2174 Market St 1st Floor,San Francisco,CA,94114,5/25/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
NTRI II LLC,2174 Market St Basement,San Francisco,CA,94114,5/25/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Halal Cart LLC (#2),455 Market St,San Francisco,CA,94105,1/22/16 0:00,,Permit license or inspection report not posted,Low Risk
Bobapioca,708 Kearny St,San Francisco,CA,94108,12/22/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
Rocko's Ice Cream Taco,Off The Grid,San Francisco,CA,,1/20/16 0:00,,,
Plate,3251 Pierce St,San Francisco,CA,94123,3/30/16 0:00,,,
SF Noriega New Century Seafood,2427 noriega St,San Francisco,CA,94122,7/13/16 0:00,84,Improper food storage,Low Risk
Sons & Daughters,708 Bush St,San Francisco,CA,94108,6/29/16 0:00,87,Unclean or unsanitary food contact surfaces,High Risk
Little Beijing Restaurant,1316 Noriega St,San Francisco,CA,94122,6/29/16 0:00,81,Moderate risk vermin infestation,Moderate Risk
Rangoon Ruby Burmese Cuisine,1608 Polk St,San Francisco,CA,94109,4/28/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Celtic Coffee Company,142 McAllister St,San Francisco,CA,94102,6/27/16 0:00,83,Permit license or inspection report not posted,Low Risk
Nourish Cafe,189 06th Ave,San Francisco,CA,94118,6/20/16 0:00,84,Unclean or unsanitary food contact surfaces,High Risk
Hongry Kong (#2),Approved Private Locations,San Francisco,CA,94103,1/22/16 0:00,,,
Chai Bar By David Rio,1019 Market St,San Francisco,CA,94103,3/9/16 0:00,,,
Clearly Kombucha,Off The Grid,San Francisco,CA,,1/21/16 0:00,,,
AT&T PARK - Food Stand,24 Willie Mays Plaza,San Francisco,CA,94107,8/14/16 0:00,96,Inadequate dressing rooms or improper storage of personal items,Low Risk
Tian Sing Chinese Restaurant,138 Cyril Magnin St,San Francisco,CA,94102,2/29/16 0:00,81,High risk vermin infestation,High Risk
Built By The Counter,3251 20th Ave #158,San Francisco,CA,94132,6/24/16 0:00,87,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Love Healthy Foods,3251 20th Ave,San Francisco,CA,94124,10/9/16 0:00,100,,
Mensho Tokyo,672 Geary St,San Francisco,CA,94102,4/1/16 0:00,,,
Parc 55 San Francisco a Hilton Hotel,55 Cyril Magnin St 2nd Floor,San Francisco,CA,94102,6/17/16 0:00,90,Inadequate warewashing facilities or equipment,Low Risk
San Francisco Japan Center Chocolate Chair Inc.,1737 Post St 383,San Francisco,CA,94115,11/10/16 0:00,,,
Lord Stanley,2065 Polk St,San Francisco,CA,94109,3/30/16 0:00,98,Other low risk violation,Low Risk
Target Store T-3201-Starbucks,225 Bush St #100,San Francisco,CA,94104,6/16/16 0:00,94,Improper food labeling or menu misrepresentation,Low Risk
The Lunchpad,581 Hayes St,San Francisco,CA,94102,4/19/16 0:00,87,Unclean hands or improper use of gloves,High Risk
New Taraval Cafe,1054 Taraval St,San Francisco,CA,94116,12/21/16 0:00,94,Moderate risk food holding temperature,Moderate Risk
Mob Dog,720 Market St,San Francisco,CA,94102,5/28/16 0:00,87,Permit license or inspection report not posted,Low Risk
Five Sweets,1125 Ocean Ave 102,San Francisco,CA,94112,8/12/16 0:00,90,Food safety certificate or food handler card not available,Low Risk
Izzy's Cheesesteaks,428 11th St,San Francisco,CA,94103,5/25/16 0:00,92,Inadequate procedures or records for time as a public health control,Moderate Risk
Phil'z Coffee,1 Front St Annex Suite 100,San Francisco,CA,94111,7/1/16 0:00,85,Inadequate and inaccessible handwashing facilities,Moderate Risk
Cafe New Honolulu,888 Stockton St,San Francisco,CA,94108,6/28/16 0:00,,,
Harbor Villa Restaurant,5238 Diamond Heights Blvd,San Francisco,CA,94131,7/1/16 0:00,,,
Aster,1001 Guerrero St,San Francisco,CA,94110,2/23/16 0:00,,,
The Noodle House,1507 Sloat Blvd,San Francisco,CA,94132,7/5/16 0:00,,,
California Bakery,77 McAllister St,San Francisco,CA,94102,6/14/16 0:00,,,
Fort Mason Market and Deli,1701 Greenwich St,San Francisco,CA,94123,9/12/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Toast Eatery,1748 Church St,San Francisco,CA,94131,9/29/16 0:00,,,
Glen Park Market,2900 Diamond St,San Francisco,CA,94131,10/26/16 0:00,100,,
Harry Harringtons Pub,460 Larkin St,San Francisco,CA,94102,1/21/16 0:00,,,
"Cava22, Inc",3239 22nd St,San Francisco,CA,94110,9/9/16 0:00,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Rusty's Southern LLC,750 Ellis St,San Francisco,CA,94109,2/11/16 0:00,90,Improper or defective plumbing,Low Risk
"24 Hour Fitness, #273",3951 Alemany Blvd,San Francisco,CA,94132,5/13/16 0:00,,,
El Pipila,1028 Market St,San Francisco,CA,94102,6/27/16 0:00,98,Permit license or inspection report not posted,Low Risk
Seniores Pizza,559 Divisadero St,San Francisco,CA,94117,12/8/16 0:00,94,Inadequate procedures or records for time as a public health control,Moderate Risk
Black Bark,1325 Fillmore St,San Francisco,CA,94115,3/9/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Buzzworks,365 11th St,San Francisco,CA,94103,5/3/16 0:00,,,
Papa Mak's Burgers,3755 Noriega St,San Francisco,CA,94122,3/29/16 0:00,85,Foods not protected from contamination,Moderate Risk
Cafe De Casa,2701 Leavenworth St,San Francisco,CA,94133,10/20/16 0:00,94,Inadequate and inaccessible handwashing facilities,Moderate Risk
Craftsman and Wolves Pacific,1643 Pacific St,San Francisco,CA,94109,10/19/16 0:00,92,Noncompliance with HAACP plan or variance,Moderate Risk
New Gyro King,25 Grove St,San Francisco,CA,94102,9/6/16 0:00,,,
Cookie Love,1488 Pine St,San Francisco,CA,94109,5/18/16 0:00,100,,
Blaze Pizza Fast-Fire'd,3251 20th Ave #157,San Francisco,CA,94132,6/30/16 0:00,,,
Scotch Bonnet Jamaican Food Truck,115 Sansome,San Francisco,CA,,1/22/16 0:00,,Inadequate warewashing facilities or equipment,Low Risk
I Tea S.F,2150 Irving St,San Francisco,CA,94122,7/13/16 0:00,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Yangtze Market,2026 Mission St,San Francisco,CA,94110,7/20/16 0:00,68,Low risk vermin infestation,Low Risk
Veganburg,1466 Haight St,San Francisco,CA,94117,9/6/16 0:00,,,
Nieves Cinco De Mayo Produce,3052 16th St,San Francisco,CA,94103,7/20/16 0:00,86,Insufficient hot water or running water,Moderate Risk
Senor Sisig #4,Off The Grid,San Francisco,CA,,6/18/16 0:00,89,Unapproved or unmaintained equipment or utensils,Low Risk
Artis Coffee,537 Octavia St,San Francisco,CA,94102,4/7/16 0:00,,,
Way To Life Foods,1 United Nations Plaza,San Francisco,CA,94102,10/5/16 0:00,100,,
Chef Gao Restaurant Inc,2666 Ocean Ave,San Francisco,CA,94132,11/8/16 0:00,,,
Pupuseria Metapan,4769 Mission St,San Francisco,CA,94112,7/21/16 0:00,87,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Blue Bottle Coffee,1355 Market St,San Francisco,CA,94103,9/29/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Crazy Gringo Taco Wagon Salsa,3251 20th Ave,San Francisco,CA,,10/9/16 0:00,100,,
Khao San Thai Food,428 11th St,San Francisco,CA,94103,5/13/16 0:00,90,Inadequate ventilation or lighting,Low Risk
Go JoJo's MoJo,428 11th St,San Francisco,CA,94103,1/21/16 0:00,,Inadequate warewashing facilities or equipment,Low Risk
Tanuki Restaurant,4419 California St,San Francisco,CA,94118,12/6/16 0:00,92,Improper storage use or identification of toxic substances,Low Risk
Serpentine,2495 03rd St,San Francisco,CA,94107,4/20/16 0:00,86,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Glaze Teriyaki,2095 Chestnut St,San Francisco,CA,94123,10/5/16 0:00,,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Chim Restaurant,653 Clay St,San Francisco,CA,94111,11/9/16 0:00,94,No thermometers or uncalibrated thermometers,Low Risk
Underground Grill Kings,2543 Noriega St,San Francisco,CA,94122,2/12/16 0:00,,,
Mona Lisa Restaurant,353 Columbus Ave,San Francisco,CA,94133,8/16/16 0:00,,,
California Hot Press Inc,2966 Mission St,San Francisco,CA,94110,4/12/16 0:00,,,
Montesacro,510 Stevenson St,San Francisco,CA,,6/30/16 0:00,,,
Feel Good Bakery,270 Noe St,San Francisco,CA,94114,6/15/16 0:00,100,,
SF Rescue Mission,140 Turk St,San Francisco,CA,94102,8/12/16 0:00,,Unclean or degraded floors walls or ceilings,Low Risk
Country Grill (#2),Approved Private Locations,San Francisco,CA,,1/19/16 0:00,,,
Noriega Produce LLC,3821 Noriega St,San Francisco,CA,94122,3/29/16 0:00,,,
Zzan,643 Post St,San Francisco,CA,94109,3/15/16 0:00,91,Unclean or unsanitary food contact surfaces,High Risk
J & Y Cafe Inc.,2546 San Bruno Ave,San Francisco,CA,94134,7/26/16 0:00,75,Unclean or unsanitary food contact surfaces,High Risk
Epicurean at Dolby,1275 Market St,San Francisco,CA,94103,11/14/16 0:00,93,High risk food holding temperature,High Risk
"Teaway, LLC",2250 Irving St,San Francisco,CA,94122,9/15/16 0:00,92,Inadequate and inaccessible handwashing facilities,Moderate Risk
Tavares Inc.,300 De Haro St #338,San Francisco,CA,94103,11/29/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
Mizutani Sushi Bar,4406 California St,San Francisco,CA,94118,6/9/16 0:00,,,
Pizza Joint,3088 Balboa St,San Francisco,CA,94121,11/9/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
Lazeez,3915 24th St,San Francisco,CA,94114,9/6/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Fish and Farm,424 Clay St,San Francisco,CA,94111,8/23/16 0:00,,,
Taqueria Mexico Tipico,4581 Mission St,San Francisco,CA,94112,7/6/16 0:00,80,High risk food holding temperature,High Risk
The Hummus Guy Corp.,244 Clement St,San Francisco,CA,94118,10/2/16 0:00,100,,
Hula Truck,Off The Grid,San Francisco,CA,,8/12/16 0:00,,,
Bon Marche Brasserie & Bar,1355 Market St #120,San Francisco,CA,94103,5/10/16 0:00,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Sabor De San Miguel,Approved private locations,San Francisco,CA,,1/19/16 0:00,,,
Lark,4068 18th St,San Francisco,CA,94114,11/22/16 0:00,87,Moderate risk food holding temperature,Moderate Risk
Bon Appetit @ Twitter,875 Stevenson St 2nd Floor,San Francisco,CA,94103,12/7/16 0:00,100,,
Bon Appetit @ Twitter,875 Stevenson St 9th Floor,San Francisco,CA,94103,12/7/16 0:00,96,Improper storage of equipment utensils or linens,Low Risk
Bon Appetit @ Twitter,875 Stevenson St 10th Floor,San Francisco,CA,94103,12/7/16 0:00,92,Improper storage use or identification of toxic substances,Low Risk
Aloha Hawaiian Barbecue,4935 Mission St,San Francisco,CA,94112,8/2/16 0:00,85,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Old Bus Tavern,3193 Mission St,San Francisco,CA,94110,8/10/16 0:00,94,Noncompliance with HAACP plan or variance,Moderate Risk
Gallery Cafe,1200 Mason St,San Francisco,CA,94108,1/14/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
The Barrel Room,415 Sansome St,San Francisco,CA,94111,12/9/16 0:00,92,Noncompliance with HAACP plan or variance,Moderate Risk
Christine's Sausage,1 United Nations Plaza,San Francisco,CA,94102,10/5/16 0:00,100,,
Tacos El Paisano #2,428 11th St,San Francisco,CA,94103,9/23/16 0:00,90,Unclean or degraded floors walls or ceilings,Low Risk
AT&T - Food Cart,24 Willie Mays Plaza,San Francisco,CA,94107,4/10/16 0:00,100,,
AT&T Park - Wine Cart,24 Willie Mays Plaza,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T Park - Food Cart,24 Willie Mays Plaza,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T Park - Coors Light Plaza,24 Willie Mays Plaza,San Francisco,CA,94107,4/10/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
AT&T Park - Beer Cart,24 Willie Mays Plaza,San Francisco,CA,94107,4/10/16 0:00,,,
AT&T Park - Beer Cart P14,24 Willie Mays Plaza,San Francisco,CA,94107,4/10/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
AT&T Park - Food Cart P2,24 Willie Mays Pl,San Francisco,CA,,4/10/16 0:00,,,
AT&T Park - Beer Cart P15,24 Willie Mays Pl,San Francisco,CA,94107,4/10/16 0:00,100,,
Szechuan Taste Restaurant Inc,917 Taraval St,San Francisco,CA,94116,7/5/16 0:00,85,Moderate risk vermin infestation,Moderate Risk
Annakoot #2,1 Embarcadero,San Francisco,CA,94111,1/22/16 0:00,,,
No No Burger,428 11th St,San Francisco,CA,94103,10/8/16 0:00,94,Inadequate and inaccessible handwashing facilities,Moderate Risk
Don Pablo,Off The Grid,San Francisco,CA,,3/9/16 0:00,,No thermometers or uncalibrated thermometers,Low Risk
3 Brothers Kitchen,Off The Grid,San Francisco,CA,,8/27/16 0:00,98,No thermometers or uncalibrated thermometers,Low Risk
Asha Tea House,17 Kearny St,San Francisco,CA,94108,11/1/16 0:00,87,Permit license or inspection report not posted,Low Risk
Pressed,3 Embarcadero Center  Suite 3210,San Francisco,CA,94111,10/17/16 0:00,96,Other low risk violation,Low Risk
Belga,2000 Union St,San Francisco,CA,94123,9/12/16 0:00,93,Improper cooling methods,High Risk
Super Duper,346 Kearny St,San Francisco,CA,94108,8/24/16 0:00,89,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Hops & Hominy,12 Tillman St,San Francisco,CA,94108,10/3/16 0:00,96,Worker safety hazards,Low Risk
Blue Bottle Coffee,115 Sansome St,San Francisco,CA,94104,7/5/16 0:00,85,Moderate risk food holding temperature,Moderate Risk
San Francisco Giants,24 Willie Mays Plaza,San Francisco,CA,94107,4/10/16 0:00,100,,
Smitten Ice Cream,2404 California St,San Francisco,CA,94115,9/27/16 0:00,94,Moderate risk vermin infestation,Moderate Risk
Acquolina,1600 Stockton St,San Francisco,CA,94133,7/1/16 0:00,,Low risk vermin infestation,Low Risk
Philz Coffee,549 Castro St,San Francisco,CA,94114,11/10/16 0:00,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Larkin Street Youth Services,134 Golden Gate Ave,San Francisco,CA,94102,2/26/16 0:00,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Anzu To You,428 11th St,San Francisco,CA,,1/20/16 0:00,,,
Serenity Specialty Foods,1310 09th Ave,San Francisco,CA,94122,7/10/16 0:00,100,,
Loews Regency San Francisco (Main Kitchen),222 Sansome St 2nd Floor,San Francisco,CA,94104,7/26/16 0:00,84,Improper storage of equipment utensils or linens,Low Risk
Loews Regency San Francisco (Bar Pantry),222 Sansome St 1st Floor,San Francisco,CA,94104,7/26/16 0:00,92,Inadequate warewashing facilities or equipment,Low Risk
Loews Regency San Francisco (Employee Cafeteria),222 Sansome St Basement,San Francisco,CA,94104,7/26/16 0:00,94,Improper or defective plumbing,Low Risk
Loews Regency San Francisco (Pantry),222 Sansome St 3rd Floor,San Francisco,CA,94104,7/26/16 0:00,96,Unapproved or unmaintained equipment or utensils,Low Risk
Loews Regency San Francisco (Pastry Kitchen),222 Sansome St 37th Floor,San Francisco,CA,94104,7/26/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
Serenity Specialty Foods,505 Gene Friend Way,San Francisco,CA,94158,6/22/16 0:00,100,,
Hinata Sushi,810 Van Ness Ave,San Francisco,CA,94109,9/29/16 0:00,,,
Hayabusa,431 2nd St,San Francisco,CA,94107,7/7/16 0:00,94,Unapproved or unmaintained equipment or utensils,Low Risk
Lychee Cafe No.2,2333 Irving St,San Francisco,CA,94122,6/30/16 0:00,,,
Ke's Seafood BBQ,1358 9th Ave,San Francisco,CA,94122,4/22/16 0:00,,,
Sam Wo Restaurant & Bakery,713 Clay St,San Francisco,CA,94108,11/14/16 0:00,86,Unapproved or unmaintained equipment or utensils,Low Risk
The Richfield,195 05th Ave,San Francisco,CA,94118,5/5/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Ping's Raw Foods,3861 24th St,San Francisco,CA,94114,7/2/16 0:00,100,,
